loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.021100711077451706,0.14526084065437317,0.023173416033387184,0.15222817659378052
0.02095590904355049,0.1447615623474121,0.022937478497624397,0.1514512449502945
0.020852308720350266,0.14440327882766724,0.023255357518792152,0.1524970680475235
0.020649556070566177,0.1436995267868042,0.023099884390830994,0.15198646485805511
0.020447220653295517,0.1429937779903412,0.022600337862968445,0.15033408999443054
0.02022629603743553,0.1422191858291626,0.02292899414896965,0.15142323076725006
0.020060932263731956,0.14163662493228912,0.022440209984779358,0.14980056881904602
0.01985698565840721,0.14091481268405914,0.02271409146487713,0.15071195363998413
0.019607508555054665,0.14002680778503418,0.022615807130932808,0.1503855288028717
0.01941603608429432,0.13934144377708435,0.022642744705080986,0.15047506988048553
