loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.01475028321146965,0.1214507445693016,0.025601398199796677,0.1600043624639511
0.014585169963538647,0.12076907604932785,0.025583261623978615,0.15994767844676971
0.014589636586606503,0.12078756839036942,0.02556929923593998,0.15990403294563293
0.014596034772694111,0.12081404775381088,0.026424631476402283,0.16255654394626617
0.01456849742680788,0.12070003151893616,0.025857018306851387,0.16080117225646973
0.01458430103957653,0.12076547741889954,0.026661846786737442,0.1632845550775528
0.01446436159312725,0.12026787549257278,0.025653714314103127,0.16016776859760284
0.014437241479754448,0.12015507370233536,0.02616466023027897,0.16175493597984314
0.014355788938701153,0.1198156476020813,0.02588599920272827,0.16089126467704773
0.014277179725468159,0.11948715895414352,0.025828717276453972,0.16071315109729767
