loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.016598321497440338,0.12883447110652924,0.02483929693698883,0.1576048731803894
0.01642669551074505,0.12816667556762695,0.0248248428106308,0.15755900740623474
0.01642177812755108,0.12814748287200928,0.02479732036590576,0.1574716567993164
0.016360942274332047,0.12790989875793457,0.026191970333456993,0.1618393361568451
0.016273872926831245,0.12756909430027008,0.02496369369328022,0.15799902379512787
0.016255464404821396,0.12749691307544708,0.02535826712846756,0.15924279391765594
0.016085674986243248,0.12682931125164032,0.025054382160305977,0.15828576683998108
0.016060130670666695,0.12672856450080872,0.025599922984838486,0.1599997580051422
0.015929922461509705,0.12621380388736725,0.025446483865380287,0.15951953828334808
0.015806952491402626,0.12572570145130157,0.025450190529227257,0.15953116118907928
