loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.023291468620300293,0.15261542797088623,0.02394695207476616,0.15474802255630493
0.02317480370402336,0.15223272144794464,0.024020887911319733,0.15498673915863037
0.023074569180607796,0.1519031524658203,0.024142010137438774,0.15537700057029724
0.023032279685139656,0.1517639011144638,0.024394964799284935,0.15618887543678284
0.022789623588323593,0.15096232295036316,0.02373373508453369,0.154057577252388
0.022719329223036766,0.15072932839393616,0.024034902453422546,0.1550319343805313
0.022613657638430595,0.15037837624549866,0.02407166361808777,0.15515045821666718
0.02250736951828003,0.15002456307411194,0.02807711809873581,0.16756227612495422
0.02231340855360031,0.1493767350912094,0.024446509778499603,0.15635380148887634
0.02219344861805439,0.14897465705871582,0.023851986974477768,0.15444087982177734
