loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,epoch
0.0258039031177759,0.1606359332799911,0.0262993555516004,0.1621707677841186,3
0.0255400259047746,0.1598124653100967,0.0248034037649631,0.1574909687042236,5
0.0251519326120615,0.1585936099290847,0.0238865427672863,0.1545527130365371,9
0.0249970760196447,0.1581046432256698,0.0238374732434749,0.1543938964605331,10
0.0250041335821151,0.158126950263977,0.0273549612611532,0.1653933525085449,11
0.0249453391879796,0.1579409390687942,0.0256589744240045,0.1601841896772384,12
0.0248387083411216,0.1576030105352401,0.0238077398389577,0.1542975753545761,13
0.0248860158026218,0.1577530205249786,0.0261095184832811,0.1615844070911407,14
0.0247613172978162,0.1573572903871536,0.0238424558192491,0.1544100195169448,16
0.0246194973587989,0.1569060087203979,0.0237026736140251,0.153956726193428,17
0.0245313122868537,0.156624749302864,0.0247673671692609,0.1573765128850937,18
0.0244661439210176,0.1564165651798248,0.0236066672950983,0.1536446064710617,19
0.0243997871875762,0.1562043130397796,0.0233900733292102,0.1529381424188614,20
0.0242453925311565,0.1557093262672424,0.0241497810930013,0.1554020047187805,21
0.0241239219903945,0.1553187817335128,0.0245062950998544,0.1565448641777038,23
0.0239178519695997,0.1546539813280105,0.0237032379955053,0.1539585590362548,25
0.0236707534641027,0.15385302901268,0.0256085488945245,0.1600267142057418,27
0.0234652906656265,0.1531838476657867,0.0239143501967191,0.1546426564455032,28
0.0232758224010467,0.1525641530752182,0.0229883901774883,0.1516192257404327,29
0.0230528227984905,0.151831567287445,0.0232354179024696,0.1524316817522049,30
0.0228130891919136,0.151040032505989,0.0231429021805524,0.1521279066801071,31
0.0227269455790519,0.1507545858621597,0.023166524246335,0.1522055268287658,32
0.0226468555629253,0.1504887193441391,0.023227272555232,0.1524049639701843,33
0.022521486505866,0.1500716060400009,0.0227912683039903,0.1509677767753601,34
0.0223103836178779,0.1493666023015976,0.023580303415656,0.1535587906837463,35
0.0221512895077466,0.1488330960273742,0.023372309282422,0.1528800427913665,36
0.0219943523406982,0.1483049243688583,0.0228599514812231,0.151195079088211,37
0.0218192432075738,0.1477133780717849,0.0228639282286167,0.151208221912384,38
0.0216500032693147,0.1471394002437591,0.0228108465671539,0.1510325968265533,39
0.0214199405163526,0.1463555246591568,0.0225650053471326,0.1502165347337722,40
0.0211007110774517,0.1452608406543731,0.0231734160333871,0.1522281765937805,41
0.0209559090435504,0.1447615623474121,0.0229374784976243,0.1514512449502945,42
0.0208523087203502,0.1444032788276672,0.0232553575187921,0.1524970680475235,43
0.0206495560705661,0.1436995267868042,0.0230998843908309,0.1519864648580551,44
0.0204472206532955,0.1429937779903412,0.0226003378629684,0.1503340899944305,45
0.0202262960374355,0.1422191858291626,0.0229289941489696,0.15142323076725,46
0.0200609322637319,0.1416366249322891,0.0224402099847793,0.149800568819046,47
0.0198569856584072,0.1409148126840591,0.0227140914648771,0.1507119536399841,48
0.0196075085550546,0.1400268077850341,0.0226158071309328,0.1503855288028717,49
0.0194160360842943,0.1393414437770843,0.0226427447050809,0.1504750698804855,50
0.019071739166975,0.1381004750728607,0.0227181073278188,0.1507252752780914,51
0.0189150720834732,0.1375320702791214,0.0225940756499767,0.1503132581710815,52
0.0188605766743421,0.1373338103294372,0.0226580556482076,0.1505259275436401,53
