loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.019098084419965744,0.13819581270217896,0.08803682774305344,0.2967100143432617
0.018959544599056244,0.13769365847110748,0.024518853053450584,0.1565849781036377
0.018926961347460747,0.13757529854774475,0.02400592714548111,0.1549384593963623
0.01879328116774559,0.1370885819196701,0.024811454117298126,0.15751652419567108
0.018732989206910133,0.13686850666999817,0.024123474955558777,0.15531733632087708
0.018611686304211617,0.13642466068267822,0.024134941399097443,0.15535424649715424
0.018443623557686806,0.13580730557441711,0.07523421943187714,0.2742885649204254
0.018343020230531693,0.13543640077114105,0.024184053763747215,0.1555122286081314
0.01817472092807293,0.13481365144252777,0.024213792756199837,0.15560781955718994
0.018053390085697174,0.13436290621757507,0.024681387469172478,0.15710310637950897
