loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.012214289978146553,0.11051827669143677,0.024385204538702965,0.15615762770175934
0.012113858945667744,0.11006297916173935,0.026349931955337524,0.1623266190290451
0.012236355803906918,0.11061806231737137,0.02457834780216217,0.1567748337984085
0.0122370021417737,0.11062098294496536,0.02461640164256096,0.15689614415168762
0.01222743559628725,0.11057773232460022,0.024329856038093567,0.15598030388355255
0.0122251957654953,0.110567606985569,0.024730946868658066,0.15726076066493988
0.012207798659801483,0.1104889065027237,0.024521611630916595,0.15659378468990326
0.012160995043814182,0.11027690023183823,0.025081591680645943,0.1583716869354248
0.012128617614507675,0.11013000458478928,0.024937599897384644,0.15791642665863037
0.012082966044545174,0.10992255061864853,0.024740299209952354,0.1572904884815216
