loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.01907173916697502,0.13810047507286072,0.02271810732781887,0.15072527527809143
0.018915072083473206,0.1375320702791214,0.02259407564997673,0.15031325817108154
0.018860576674342155,0.13733381032943726,0.022658055648207664,0.15052592754364014
0.018662920221686363,0.13661229610443115,0.022454459220170975,0.1498481184244156
0.018467318266630173,0.1358945071697235,0.02285854145884514,0.15119041502475739
0.018323790282011032,0.13536539673805237,0.022415557876229286,0.1497182548046112
0.018595870584249496,0.13636668026447296,0.02835196442902088,0.16838040947914124
0.018292993307113647,0.13525159657001495,0.022396454587578773,0.14965444803237915
0.017919078469276428,0.13386216759681702,0.022542620077729225,0.15014199912548065
0.01771843247115612,0.13311059772968292,0.022526860237121582,0.15008950233459473
