loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.012754165567457676,0.11293434351682663,0.02440452203154564,0.1562194675207138
0.012668564915657043,0.11255472153425217,0.02422507479786873,0.15564405918121338
0.01272431667894125,0.11280211061239243,0.024291867390275,0.15585848689079285
0.012744002975523472,0.11288934201002121,0.024222765117883682,0.15563663840293884
0.012738370336592197,0.11286439001560211,0.02449474297463894,0.1565079689025879
0.012713450938463211,0.11275394260883331,0.02418985217809677,0.1555308699607849
0.01266901008784771,0.11255669593811035,0.024164769798517227,0.15545020997524261
0.012642531655728817,0.11243901401758194,0.02443629503250122,0.15632112324237823
0.012607989832758904,0.1122853085398674,0.02444269135594368,0.1563415825366974
0.012577749788761139,0.11215056478977203,0.024064218625426292,0.15512646734714508
