loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.025004133582115173,0.15812695026397705,0.02735496126115322,0.16539335250854492
0.024945339187979698,0.15794093906879425,0.025658974424004555,0.16018418967723846
0.024838708341121674,0.15760301053524017,0.023807739838957787,0.1542975753545761
0.02488601580262184,0.15775302052497864,0.026109518483281136,0.16158440709114075
0.024853765964508057,0.15765076875686646,0.09232445806264877,0.30384939908981323
0.024761317297816277,0.15735729038715363,0.023842455819249153,0.15441001951694489
0.02461949735879898,0.15690600872039795,0.023702673614025116,0.15395672619342804
0.02453131228685379,0.15662474930286407,0.02476736716926098,0.1573765128850937
0.024466143921017647,0.15641656517982483,0.023606667295098305,0.1536446064710617
0.024399787187576294,0.15620431303977966,0.02339007332921028,0.1529381424188614
