loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0.012599434703588486,0.11224720627069473,0.02431410364806652,0.1559298038482666
0.012479267083108425,0.11171063780784607,0.024487001821398735,0.1564832329750061
0.012569566257297993,0.1121140792965889,0.024641282856464386,0.1569754183292389
0.012611594051122665,0.11230135709047318,0.024214336648583412,0.15560956299304962
0.01260422170162201,0.11226852238178253,0.02465081587433815,0.15700578689575195
0.012559670023620129,0.11206993460655212,0.024374881759285927,0.15612457692623138
0.012515973299741745,0.11187481135129929,0.025098424404859543,0.15842482447624207
0.01248475257307291,0.11173518747091293,0.024435807019472122,0.15631957352161407
0.012486355379223824,0.11174236238002777,0.024467477574944496,0.15642084181308746
0.012435163371264935,0.11151306331157684,0.024496056139469147,0.15651215612888336
