loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,epoch
0.0265995245426893,0.1630936115980148,0.0263450872153043,0.16231170296669,3
0.0261261723935604,0.1616359204053878,0.0291303899139165,0.1706762760877609,4
0.0257647391408681,0.1605139821767807,0.0250161625444889,0.1581649780273437,5
0.0254405122250318,0.1595008224248886,0.0246859230101108,0.1571175456047058,6
0.025400623679161,0.1593757271766662,0.024747421965003,0.1573131382465362,7
0.0252624750137329,0.1589417308568954,0.0238276906311512,0.1543622016906738,8
0.0251239575445652,0.1585053950548172,0.024851955473423,0.1576450318098068,9
0.0254066064953804,0.1593945026397705,0.0241903513669967,0.1555324792861938,10
0.0251771230250597,0.1586730033159256,0.0256452392786741,0.1601413041353225,11
0.0251157507300376,0.1584794968366623,0.0243733618408441,0.156119704246521,12
0.0252285432070493,0.1588349491357803,0.0265406128019094,0.162912905216217,13
0.0251515824347734,0.1585925072431564,0.0242840144783258,0.155833289027214,14
0.0250162482261657,0.1581652611494064,0.0235643666237592,0.1535068899393081,15
0.0248330198228359,0.1575849652290344,0.023429961875081,0.1530684828758239,17
0.024727689102292,0.1572504043579101,0.0235767848789691,0.1535473316907882,18
0.0247104037553071,0.157195433974266,0.0259521454572677,0.1610966920852661,19
0.0246783159673213,0.1570933312177658,0.0233641993254423,0.1528535187244415,20
0.0247038193047046,0.1571744829416275,0.0247443802654743,0.1573034673929214,21
0.0246414355933666,0.1569759100675583,0.0237010866403579,0.1539515703916549,24
0.0244968645274639,0.1565147489309311,0.0231093056499958,0.1520174443721771,25
0.0243460461497306,0.1560321897268295,0.0237041562795639,0.1539615392684936,26
0.02431595697999,0.1559357494115829,0.0240842998027801,0.1551911681890487,27
0.0242461524903774,0.155711755156517,0.0246627051383256,0.1570436358451843,28
0.0241315085440874,0.1553431898355484,0.0232430640608072,0.1524567604064941,29
0.0238286033272743,0.1543651670217514,0.0233923960477113,0.152945727109909,31
0.0237930417060852,0.1542499363422393,0.0233986470848321,0.1529661566019058,32
0.0235583130270242,0.1534871757030487,0.0232815723866224,0.1525830030441284,34
0.0235206745564937,0.1533645242452621,0.0234396550804376,0.1531001478433609,35
0.0233661103993654,0.1528597772121429,0.0229125637561082,0.151368960738182,36
0.0232288353145122,0.152410089969635,0.0235786773264408,0.1535535007715225,37
0.0230961441993713,0.151974156498909,0.0234964434057474,0.1532855033874511,38
0.0226205103099346,0.150401160120964,0.0228205621242523,0.1510647684335708,41
0.0224828701466321,0.1499428898096084,0.0252656210213899,0.1589516252279281,43
0.0223528705537319,0.1495087593793869,0.0240277107805013,0.1550087481737136,44
0.0217619445174932,0.1475193053483963,0.0225699990987777,0.1502331495285034,48
0.0216380450874567,0.1470987647771835,0.0225192122161388,0.1500640213489532,49
0.0214634910225868,0.1465042382478714,0.0225433595478534,0.1501444578170776,50
0.0212259963154792,0.1456914395093917,0.0225604809820652,0.1502014696598053,51
0.0210959073156118,0.145244300365448,0.022712642326951,0.1507071405649185,52
0.0209051948040723,0.14458629488945,0.022549970075488,0.1501664817333221,54
0.0207613371312618,0.1440879553556442,0.0224494263529777,0.1498313248157501,55
0.0205863583832979,0.1434794664382934,0.0240337904542684,0.1550283581018448,56
0.0204285606741905,0.1429285109043121,0.0224844831973314,0.1499482691287994,57
0.0202878825366497,0.142435535788536,0.0227382630109787,0.150792121887207,58
0.0201147068291902,0.141826331615448,0.0223534442484378,0.1495106816291809,59
0.0199478715658187,0.1412369459867477,0.0224582236260175,0.149860680103302,60
0.0197021886706352,0.1403644829988479,0.0227984655648469,0.150991603732109,61
0.0196194555610418,0.1400694698095321,0.0225214287638664,0.1500714123249054,62
0.0195104070007801,0.1396796554327011,0.0225503761321306,0.1501678228378296,63
0.0194266103208065,0.1393793821334839,0.0226664468646049,0.1505538076162338,64
0.019261447712779,0.1387856155633926,0.0224914010614156,0.1499713361263275,65
0.0191472601145505,0.1383736282587051,0.0227581765502691,0.1508581340312957,66
0.0190122816711664,0.13788503408432,0.0226877611130476,0.1506245732307434,67
0.0188457090407609,0.13727967441082,0.0223770607262849,0.1495896428823471,68
0.0187113862484693,0.1367895752191543,0.022562863305211,0.1502093970775604,69
0.0185879804193973,0.1363377422094345,0.0223312452435493,0.1494364291429519,70
0.0183494184166193,0.1354600191116333,0.0223585683852434,0.1495278179645538,71
0.0182311031967401,0.1350225955247879,0.0227673146873712,0.1508884131908416,72
0.0181934162974357,0.1348829716444015,0.0225828010588884,0.1502757519483566,73
0.0181090738624334,0.1345699578523636,0.0224871542304754,0.1499571800231933,74
0.0179517548531293,0.133984163403511,0.0225915201008319,0.150304764509201,75
0.0178278665989637,0.1335210502147674,0.02250193990767,0.1500064730644226,76
0.0177415385842323,0.1331973671913147,0.0226628333330154,0.1505417972803115,77
0.017632707953453,0.132788211107254,0.0225506741553545,0.1501688212156295,78
0.0175353065133094,0.1324209421873092,0.0226957723498344,0.1506511569023132,79
0.0174309574067592,0.1320263445377349,0.0225648339837789,0.1502159535884857,80
0.0171921923756599,0.1311189979314804,0.0227399580180645,0.1507977396249771,81
0.0171207580715417,0.1308463215827942,0.0226565897464752,0.1505210548639297,82
0.0170950777828693,0.1307481527328491,0.0228601358830928,0.15119569003582,83
0.0169941578060388,0.1303616464138031,0.0228164978325366,0.1510513126850128,84
0.0168690364807844,0.1298808604478836,0.0226150806993246,0.1503831148147583,85
0.0167596358805894,0.1294590085744857,0.022702457383275,0.1506733447313308,87
0.0166623573750257,0.1290827542543411,0.023546265438199,0.1534479260444641,88
0.0165518708527088,0.1286540776491165,0.0229160599410533,0.1513805091381073,89
0.0164533164352178,0.1282704770565033,0.023100646212697,0.1519889682531356,90
0.0162498392164707,0.1274748593568802,0.0233754683285951,0.1528903841972351,91
0.0161737240850925,0.1271759569644928,0.0232360493391752,0.1524337530136108,92
0.0161780230700969,0.1271928548812866,0.0234576500952243,0.1531589031219482,93
0.0161367505788803,0.1270305067300796,0.0229293704032897,0.1514244675636291,94
0.0161016341298818,0.1268922090530395,0.0231512915343046,0.1521554887294769,95
0.0159964393824338,0.1264770328998565,0.0229154862463474,0.1513786166906356,96
0.0159048736095428,0.1261145323514938,0.0230637155473232,0.1518674343824386,97
0.01581965200603,0.1257762014865875,0.0230192840099334,0.1517210751771927,98
0.0157765690237283,0.1256048083305359,0.0230279844254255,0.1517497450113296,99
0.0157076381146907,0.1253301203250885,0.0231356881558895,0.1521041989326477,100
0.0154923638328909,0.1244683265686035,0.0231511406600475,0.1521549820899963,101
0.0154033843427896,0.1241103708744049,0.023083608597517,0.1519329100847244,102
0.0154372258111834,0.124246634542942,0.0235299039632082,0.1533945947885513,103
0.0154110919684171,0.1241414174437522,0.0237031988799572,0.1539584249258041,104
0.015368022955954,0.1239678338170051,0.023498872295022,0.1532934159040451,105
0.0153065314516425,0.1237195655703544,0.0232797600328922,0.152577057480812,106
0.0152158923447132,0.1233527138829231,0.0231931954622268,0.1522931307554245,107
0.0151713788509368,0.1231721490621566,0.0235340390354394,0.1534080803394317,108
0.0151131441816687,0.1229355260729789,0.0232617240399122,0.152517944574356,109
0.015055357478559,0.1227002739906311,0.0235822424292564,0.1535651087760925,110
0.0148654505610466,0.121923953294754,0.0233598239719867,0.1528392136096954,111
0.0148115027695894,0.1217025145888328,0.0233325473964214,0.1527499556541443,112
