img_type,city,Acc_type,val,year
mix_years,bei_jing_shi,FoM,0.06799852320682982,2017_2019
mix_years,bei_jing_shi,Change_ratio,0.10392766886540071,2017_2019
mix_years,bei_jing_shi,Overal_Acc,0.9778647153468675,2017_2019
mix_years,nan_jing_shi,FoM,0.08717770416832812,2017_2019
mix_years,nan_jing_shi,Change_ratio,0.11131075029989959,2017_2019
mix_years,nan_jing_shi,Overal_Acc,0.949776898991192,2017_2019
mix_years,nan_tong_shi,FoM,0.07831155157946956,2017_2019
mix_years,nan_tong_shi,Change_ratio,0.1420939845987103,2017_2019
mix_years,nan_tong_shi,Overal_Acc,0.9419560463121888,2017_2019
mix_years,nan_yang_shi,FoM,0.08658992272916015,2017_2019
mix_years,nan_yang_shi,Change_ratio,0.19974325302431237,2017_2019
mix_years,nan_yang_shi,Overal_Acc,0.9652765140816086,2017_2019
mix_years,he_fei_shi,FoM,0.11881232091563806,2017_2019
mix_years,he_fei_shi,Change_ratio,0.2185490686439131,2017_2019
mix_years,he_fei_shi,Overal_Acc,0.9229584634354574,2017_2019
mix_years,zhou_kou_shi,FoM,0.07902271617771227,2017_2019
mix_years,zhou_kou_shi,Change_ratio,0.094844749000245,2017_2019
mix_years,zhou_kou_shi,Overal_Acc,0.9729227826398773,2017_2019
mix_years,tang_shan_shi,FoM,0.10522992840296998,2017_2019
mix_years,tang_shan_shi,Change_ratio,0.14316946771418668,2017_2019
mix_years,tang_shan_shi,Overal_Acc,0.9682884385995955,2017_2019
mix_years,shang_qiu_shi,FoM,0.09558180525653422,2017_2019
mix_years,shang_qiu_shi,Change_ratio,0.1310154517215989,2017_2019
mix_years,shang_qiu_shi,Overal_Acc,0.9581815095414566,2017_2019
mix_years,tian_jin_shi,FoM,0.09011526710288587,2017_2019
mix_years,tian_jin_shi,Change_ratio,0.112528310172732,2017_2019
mix_years,tian_jin_shi,Overal_Acc,0.9636959774356628,2017_2019
mix_years,wei_hai_shi,FoM,0.12820340954983017,2017_2019
